url,channel,start,end,emotion,transcript,loudness,audio_duration,language-detection_roberta-base-model,language-detection_lang-dect-model
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8ab4694fb546ada1b2d9fc1b353517bh.mp3,Mono_Left,2.436332767402377,6.018675721561969,surprise,Hello क्या मैं आरवी सीता रसम जी से बात कर रही हूं?,-25.14158950636079,117.76,hi,hi
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8ab4694fb546ada1b2d9fc1b353517bh.mp3,Mono_Left,8.276740237691003,11.146010186757216,surprise,"Yes, ma'am. You're comfortable in हिंदी or English?",-24.945646887215524,117.76,en,en
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8ab4694fb546ada1b2d9fc1b353517bh.mp3,Mono_Left,14.524617996604416,24.286926994906622,happy,Alright ma'am. Ma'am my name is and I'm calling from Dssaan dot com. Ma'am I just need 2 minutes to help. I'm calling from Dssaan dot com.,-24.96783317434653,117.76,en,en
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8ab4694fb546ada1b2d9fc1b353517bh.mp3,Mono_Left,25.30560271646859,33.04753820033956,angry,"Ma'am, I just need 2 minutes to help you place your pending order for metal swan पेड़ decorated soap piece, which you have like the added.",-24.12477172104062,117.76,en,en
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8ab4694fb546ada1b2d9fc1b353517bh.mp3,Mono_Left,42.57215619694397,50.415959252971135,surprise,"Sorry, yes. Ok ma'am, I understand. You're welcome but may I know what was you're saying ma'am? What is your concern regarding shipping?",-23.149308791798646,117.76,en,en
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8ab4694fb546ada1b2d9fc1b353517bh.mp3,Mono_Left,59.04074702886248,61.536502546689306,surprise,"Ok. So, you want free shipping, you are saying?",-22.8984447824533,117.76,en,en
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8ab4694fb546ada1b2d9fc1b353517bh.mp3,Mono_Left,63.47198641765705,64.55857385398983,surprise,Ok.,-26.06498857379297,117.76,en,na
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8ab4694fb546ada1b2d9fc1b353517bh.mp3,Mono_Left,69.49915110356537,71.53650254668929,surprise,I understand.,-25.151768485895442,117.76,en,na
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8ab4694fb546ada1b2d9fc1b353517bh.mp3,Mono_Left,73.84550084889645,75.71307300509338,surprise,Ma'am for 5 year below 5,-21.16786665127095,117.76,en,en
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8ab4694fb546ada1b2d9fc1b353517bh.mp3,Mono_Left,76.66383701188454,96.69779286926996,angry,"Yes ma'am. See ma'am, for online payment, if you are paying online, then free shipping is above 500 rupees, ok, at least your card value. Yes. And for COD, yes, for COD, it is rupees thousand. At least your minimum order should be thousand rupees for free shipping. Ok? So, the sooner you",-22.970415123586516,117.76,en,en
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8ab4694fb546ada1b2d9fc1b353517bh.mp3,Mono_Left,102.01188455008489,102.69100169779287,surprise,Ok.,-26.391074818261476,117.76,en,na
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8ab4694fb546ada1b2d9fc1b353517bh.mp3,Mono_Left,103.84550084889645,111.57045840407471,angry,"हां जी, तो अच्छा तो ma'am कब तक आप दूसरा order add करके दूसरा product order करना चाहेंगे ma'am? आपने कोई पसंद किया product?",-22.981487062716713,117.76,hi,hi
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8ab4694fb546ada1b2d9fc1b353517bh.mp3,Mono_Left,114.15110356536502,117.76740237691001,surprise,"अच्छा, ठीक है. Ma'am आपको बताना चाहूंगी आप जितना जल्दी order करें.",-25.13042698446478,117.76,hi,hi
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8ab4694fb546ada1b2d9fc1b353517bh.mp3,Mono_Right,0.534804753820034,1.6893039049235994,angry,Hello.,-22.569654187826885,117.76,en,na
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8ab4694fb546ada1b2d9fc1b353517bh.mp3,Mono_Right,2.979626485568761,4.35483870967742,angry,Hello. Hello.,-21.537823383763886,117.76,en,na
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8ab4694fb546ada1b2d9fc1b353517bh.mp3,Mono_Right,6.833616298811545,7.512733446519524,angry,हां हां.,-26.13455793149988,117.76,hi,hi
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8ab4694fb546ada1b2d9fc1b353517bh.mp3,Mono_Right,12.266553480475382,16.35823429541596,angry,Whatever no problem. Yeah yeah regarding for,-21.632310585339354,117.76,en,en
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8ab4694fb546ada1b2d9fc1b353517bh.mp3,Mono_Right,25.084889643463498,26.05263157894737,angry,Ok.,-28.079931486934232,117.76,en,na
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8ab4694fb546ada1b2d9fc1b353517bh.mp3,Mono_Right,31.723259762309,43.488964346349746,angry,मगर last week में shipping के लिए फिर ले रहे वैसा मैं सोच रहा हूं. Yeah yeah I will think and take it later ok thanks for calling.,-23.19618430856602,117.76,hi,en
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8ab4694fb546ada1b2d9fc1b353517bh.mp3,Mono_Right,44.507640067911716,45.50933786078099,angry,"Yeah, thank you.",-23.79812352704658,117.76,en,na
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8ab4694fb546ada1b2d9fc1b353517bh.mp3,Mono_Right,50.246179966044146,58.59932088285229,surprise,"Yeah yeah yeah, I will see some some more if I take that, along with that, I will take this.",-23.459050691038552,117.76,en,en
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8ab4694fb546ada1b2d9fc1b353517bh.mp3,Mono_Right,60.246179966044146,62.89473684210527,surprise,Because last week I have taken something from you.,-23.60943218662422,117.76,en,en
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8ab4694fb546ada1b2d9fc1b353517bh.mp3,Mono_Right,64.93208828522921,73.11544991511036,surprise,तो again I have to pay for shipping why so today below 500 is yeah I will not give the shipping.,-25.399157058531262,117.76,en,en
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8ab4694fb546ada1b2d9fc1b353517bh.mp3,Mono_Right,74.64346349745333,75.20373514431239,angry,,-22.50008876935975,117.76,na,na
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8ab4694fb546ada1b2d9fc1b353517bh.mp3,Mono_Right,83.82852292020374,87.00339558573853,angry,"Yeah that's right, that's right, yeah that's why.",-23.26608086617719,117.76,en,en
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8ab4694fb546ada1b2d9fc1b353517bh.mp3,Mono_Right,94.18505942275041,104.81324278438032,angry,"Ok ok, yeah yeah, that is why I am waiting. Whenever I will like some other thing, then दोनों में एक बार shifting कर सकते हैं ना वैसा सोचकर मैं order नहीं दिया.",-22.76989188890272,117.76,hi,en
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8ab4694fb546ada1b2d9fc1b353517bh.mp3,Mono_Right,110.67062818336163,114.6943972835314,surprise,"यार देख हूं देख देख देखकर बोल रहा हूं thank you, ok.",-24.157965251160174,117.76,hi,hi
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8fd5c9fe312d58e001a49ea58d2917bf.mp3,Mono_Left,1.6553480475382003,3.896434634974533,angry,क्या मेरी रुचि सिन्हा से बात कर रही हूं?,-23.270092555710992,472.78,hi,hi
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8fd5c9fe312d58e001a49ea58d2917bf.mp3,Mono_Left,5.084889643463498,19.617996604414266,surprise,मेरा नाम है और मैं dot com से बात कर रही हूं. मैं देख सकती हूं कि आप yellow small diamond पर piece upted question power का order place कर रहे थे. पर आपने order को confirm नहीं किया. क्या मैं आपको order place कर,-24.185066600930167,472.78,hi,hi
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8fd5c9fe312d58e001a49ea58d2917bf.mp3,Mono_Left,26.697792869269954,38.78607809847199,surprise,अच्छा अभी available नहीं है कह रहे हैं. Ma'am मैं आपको ऐसे पुछ सकती हूं अभी check करके order place करने में. मैं एक बार check कर लेती हूं कि product क्या है. आपने check किया ma'am हमारी website पर आपको 5 details लगी,-25.288939687320248,472.78,hi,hi
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8fd5c9fe312d58e001a49ea58d2917bf.mp3,Mono_Left,45.0679117147708,58.3616298811545,surprise,अच्छा तो ma'am मैं ma'am आपको option होता है जैसे कि एक product एक वहां पर जो catalog में होगा एक ही show करेगा लेकिन वहां auto cart का option भी होता है ना उसमें आप quantity अपने हिसाब से,-22.817160420561148,472.78,hi,hi
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8fd5c9fe312d58e001a49ea58d2917bf.mp3,Mono_Left,62.674023769100174,64.04923599320884,surprise,,-31.595160652155176,472.78,na,na
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8fd5c9fe312d58e001a49ea58d2917bf.mp3,Mono_Left,66.54499151103565,75.0339558573854,angry,"Ma'am एक बार मैं check कर लेती हूं. अभी मैंने आपको साथ, आप मुझे एक minute का समय दीजिए ma'am. Please आप hold करेंगे मैं अभी call पर check कर लूं?",-26.47716044159693,472.78,hi,hi
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8fd5c9fe312d58e001a49ea58d2917bf.mp3,Mono_Left,76.27334465195247,82.35144312393888,surprise,जी मैं check कर रही हूं अगर quantity बढ़कर है तो मैं आपको आपको कितने piece चाहिए कह रहे थे आप 5 pieces sir?,-31.2475226391561,472.78,hi,hi
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8fd5c9fe312d58e001a49ea58d2917bf.mp3,Mono_Left,84.06621392190152,87.83531409168083,angry,अच्छा small diamond sub तक cushion cover.,-30.531265260571598,472.78,hi,en
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8fd5c9fe312d58e001a49ea58d2917bf.mp3,Mono_Left,90.26315789473685,91.8590831918506,surprise,5 99 rupees वाला.,-34.03812847816437,472.78,hi,na
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8fd5c9fe312d58e001a49ea58d2917bf.mp3,Mono_Left,96.59592529711375,97.12224108658745,angry,अच्छा,-42.22367746458759,472.78,hi,na
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8fd5c9fe312d58e001a49ea58d2917bf.mp3,Mono_Left,99.10865874363327,102.4193548387097,surprise,ना ma'am 5 99 rupees वाला जो आपने add किया था.,-27.456175216185468,472.78,hi,hi
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8fd5c9fe312d58e001a49ea58d2917bf.mp3,Mono_Left,103.28522920203736,112.53820033955859,surprise,"15 by 50. Quantity, हां ma'am quantity तो आज हो रही है अभी just off में भी. मैंने अभी just पांच आठ करके देखा, हां ma'am तो मैं आपको assist कर देती.",-25.349538646689453,472.78,hi,hi
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8fd5c9fe312d58e001a49ea58d2917bf.mp3,Mono_Left,113.67572156196945,122.99660441426147,angry,"Ma'am मैं आपको, मैं आपको अभी guide कर देती हूं ma'am. आपको website पर login कर लीजिए. मैं आपको call पर ही order place करने में मदद कर देती हूं.",-24.84698120483974,472.78,hi,hi
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8fd5c9fe312d58e001a49ea58d2917bf.mp3,Mono_Left,125.88285229202037,129.95755517826825,surprise,"अभी आप dot com, क्योंकि अभी मैंने order booking link आपके साथ show तो किया.",-24.483532883620008,472.78,hi,hi
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8fd5c9fe312d58e001a49ea58d2917bf.mp3,Mono_Left,134.7453310696095,136.76570458404075,surprise,"क्या ma'am, क्या भेजने के लिए कह रहे हैं",-25.51465366443193,472.78,hi,hi
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8fd5c9fe312d58e001a49ea58d2917bf.mp3,Mono_Left,139.1765704584041,158.31069609507642,angry,Ma'am website में आपको देखिए मैंने website link भेजी है आपको लेकिन उस पर आप edit नहीं कर पाएंगे. कहां पर आपने आज किया हुआ है इस तरह. लेकिन आपको अभी ना मैं website link share नहीं कर पाऊंगी WhatsApp पर क्षमा चाहूंगी. हमारी website है WWW dot दुकान dot com. आप उसे call पर ही login कर लीजिए. मैं आपका order place करने में मदद कर देती हूं अभी.,-24.8552223024877,472.78,hi,hi
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8fd5c9fe312d58e001a49ea58d2917bf.mp3,Mono_Left,159.15959252971138,160.92529711375212,angry,अगर call पर अभी order place,-24.073334682402027,472.78,hi,en
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8fd5c9fe312d58e001a49ea58d2917bf.mp3,Mono_Left,163.60780984719867,164.37181663837012,angry,,-28.931436184050035,472.78,na,na
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8fd5c9fe312d58e001a49ea58d2917bf.mp3,Mono_Left,166.96943972835317,179.38030560271648,surprise,आप जितना जल्दी order place करेंगे ma'am उतनी जल्दी delivery हो जाएगी. अगर आपको order value rupees 900 से ज़्यादा है तो हम आपको discount code भी दे सकते हैं. अगर आप अभी order place करें तो. क्या आप अभी order place करना चाहते हैं?,-25.462550522995922,472.78,hi,hi
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8fd5c9fe312d58e001a49ea58d2917bf.mp3,Mono_Left,182.8947368421053,183.45500848896435,surprise,,-32.31455559332635,472.78,na,na
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8fd5c9fe312d58e001a49ea58d2917bf.mp3,Mono_Left,189.15959252971138,189.77079796264857,angry,हां ma'am.,-23.813618637451537,472.78,hi,na
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8fd5c9fe312d58e001a49ea58d2917bf.mp3,Mono_Left,190.75551782682513,197.22410865874366,surprise,जी ma'am अब मैं dot com से भूल रही हूं. अभी ma'am order place करना चाह रहे थे. तो अब मैं assist कर देती हूं.,-25.1046949671429,472.78,hi,hi
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8fd5c9fe312d58e001a49ea58d2917bf.mp3,Mono_Left,200.87436332767405,210.95925297113754,angry,"तो ma'am आप dot com open कर, आप जो Chrome browser है ना उसमें dot com type कर लीजिए और उसे search कर लीजिए. हमारी website open हो जाएगी.",-23.760909310428403,472.78,hi,en
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8fd5c9fe312d58e001a49ea58d2917bf.mp3,Mono_Left,215.3225806451613,218.6672325976231,angry,"हां जी, TUS double a n dot com.",-24.851138490034234,472.78,hi,na
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8fd5c9fe312d58e001a49ea58d2917bf.mp3,Mono_Left,230.12733446519525,232.92869269949068,surprise,नहीं open हुआ ma'am. Refresh करके open कर लीजिएगा.,-24.919095089604784,472.78,hi,hi
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8fd5c9fe312d58e001a49ea58d2917bf.mp3,Mono_Left,236.93548387096774,237.88624787775893,angry,अभी open हुआ है?,-21.954711712005935,472.78,hi,hi
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8fd5c9fe312d58e001a49ea58d2917bf.mp3,Mono_Left,245.2546689303905,251.11205432937183,surprise,अच्छा ma'am मैंने अभी just open किया है website तो open हो रही है. एक बार आप close करके open करिए,-24.09767579086423,472.78,hi,hi
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8fd5c9fe312d58e001a49ea58d2917bf.mp3,Mono_Left,252.82682512733447,259.14261460101864,surprise,आप new tab में open करके देखिएगा. WWWW dot dot com DUS double a n.,-25.99888950871406,472.78,hi,en
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8fd5c9fe312d58e001a49ea58d2917bf.mp3,Mono_Left,264.5415959252971,266.9864176570459,surprise,Double a n dot com.,-25.01722978752115,472.78,na,na
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8fd5c9fe312d58e001a49ea58d2917bf.mp3,Mono_Left,272.6061120543294,274.5076400679118,angry,"अभी search कीजिए ma'am, open हुई.",-26.032648273829523,472.78,hi,en
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8fd5c9fe312d58e001a49ea58d2917bf.mp3,Mono_Left,282.2665534804754,282.9456706281834,angry,अच्छा था.,-32.526417632397575,472.78,hi,na
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8fd5c9fe312d58e001a49ea58d2917bf.mp3,Mono_Left,284.38879456706286,292.99660441426147,surprise,"जी, अब हम लोग वहां product select कर रहे थे वह enter कर लीजिए search पर. Ma'am आपको वहां पर shopping cart में यह product added दिख रहा है 1 ऐसा कुछ?",-22.424248676016603,472.78,hi,hi
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8fd5c9fe312d58e001a49ea58d2917bf.mp3,Mono_Left,297.0203735144313,300.48387096774195,surprise,Shopping card empty दिख रहा है कि वहां पर कोई product आने जाए?,-22.40643231439408,472.78,hi,hi
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8fd5c9fe312d58e001a49ea58d2917bf.mp3,Mono_Left,302.741935483871,325.49235993208833,angry,Mp है. Ma'am यहां पर search का option है ना magnifying glass उतरा हुआ होगा वहां पर display में. वहां पर ma'am yellow small diamond burky Tapesition cover वह search कर लीजिए. बस आप yellow small diamond के type की use करेंगे ना तो आपको यह 16 by 16 ises वाला आ जाएगा सामने display का. Yellow small diamond.,-23.827293346497665,472.78,hi,en
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8fd5c9fe312d58e001a49ea58d2917bf.mp3,Mono_Left,326.32427843803055,328.0730050933786,surprise,बर्फी का question cover.,-25.639101672520564,472.78,hi,na
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8fd5c9fe312d58e001a49ea58d2917bf.mp3,Mono_Left,329.7028862478778,330.77249575551787,angry,,-21.87745409096111,472.78,na,na
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8fd5c9fe312d58e001a49ea58d2917bf.mp3,Mono_Left,331.79117147707984,332.53820033955856,angry,क्या बता रहे,-22.632676536623872,472.78,hi,na
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8fd5c9fe312d58e001a49ea58d2917bf.mp3,Mono_Left,337.66553480475386,350.31409168081495,surprise,Ma'am 5 99. Yes ma'am 5 99 पर add किए थे. हां जी. उसमें ना quantity का option है ना वहां पर ma'am को 5 quantity चाहिए तो please उसमें add कर लीजिए. Plus पर click करेंगे तो quantity increase हो जाएगी.,-24.605450426837983,472.78,hi,hi
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8fd5c9fe312d58e001a49ea58d2917bf.mp3,Mono_Left,354.660441426146,356.2054329371816,surprise,आपने add कर लिया ma'am 5?,-22.641719507420085,472.78,hi,hi
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8fd5c9fe312d58e001a49ea58d2917bf.mp3,Mono_Left,364.1171477079796,365.509337860781,angry,कितने आज हुए हैं ma'am अब तक?,-19.9890444724768,472.78,hi,hi
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8fd5c9fe312d58e001a49ea58d2917bf.mp3,Mono_Left,368.68421052631584,372.30050933786083,happy,"एक ही आया, but ma'am हो रहा है might be",-22.457157467919778,472.78,hi,hi
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8fd5c9fe312d58e001a49ea58d2917bf.mp3,Mono_Left,373.72665534804753,377.49575551782686,surprise,Product availability के according आप नहीं कर पा रहे हैं क्या और आप?,-22.00987275649536,472.78,hi,hi
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8fd5c9fe312d58e001a49ea58d2917bf.mp3,Mono_Left,380.5857385398981,383.5229202037351,surprise,"Ma'am मेरे end से तो हो रहा है, but आपको नहीं हो रहा है क्या?",-23.513175993378482,472.78,hi,hi
https://s3-ap-southeast-1.amazonaws.com/exotelrecordings/futwork1/8fd5c9fe312d58e001a49ea58d2917bf.mp3,Mono_Left,385.64516129032256,390.4159592529711,surprise,अच्छा तो ma'am की requirement है कि ma'am को पांच चाहिए. एक से नहीं चाहिए था.,-24.194376498584138,472.78,hi,hi
